gid,ev_id,iso3disno,iso3year,glide,iso3,id_nat,id_cat,year,start_date,end_date,time_gmt,time_local,duration
10784,DR2800,,ETH1986,,ETH,DR2800ETH,,1986,00000000,00000000,,00000000,0
10786,DR2806,,ETH1986,,ETH,DR2806ETH,,1986,00000000,00000000,,00000000,0
10787,DR2812,,ETH1986,,ETH,DR2812ETH,,1986,00000000,00000000,,00000000,0
10788,DR2815,,ETH1986,,ETH,DR2815ETH,,1986,00000000,00000000,,00000000,0
10789,DR2826,,ETH1986,,ETH,DR2826ETH,,1986,00000000,00000000,,00000000,0
10790,DR2827,,ETH1986,,ETH,DR2827ETH,,1986,00000000,00000000,,00000000,0
10791,DR2828,,ETH1986,,ETH,DR2828ETH,,1986,00000000,00000000,,00000000,0
10792,DR2838,,ETH1986,,ETH,DR2838ETH,,1986,00000000,00000000,,00000000,0
10793,DR2850,,ETH1986,,ETH,DR2850ETH,,1986,00000000,00000000,,00000000,0
10794,DR2407,,ETH1985,,ETH,DR2407ETH,,1985,00000000,00000000,,00000000,0
10795,DR2420,,ETH1985,,ETH,DR2420ETH,,1985,00000000,00000000,,00000000,0
10796,DR1988,,ETH1984,,ETH,DR1988ETH,,1984,00000000,00000000,,00000000,0
10797,DR2007,,ETH1984,,ETH,DR2007ETH,,1984,00000000,00000000,,00000000,0
10798,DR2012,,ETH1984,,ETH,DR2012ETH,,1984,00000000,00000000,,00000000,0
10799,DR2038,,ETH1984,,ETH,DR2038ETH,,1984,00000000,00000000,,00000000,0
10800,DR2040,,ETH1984,,ETH,DR2040ETH,,1984,00000000,00000000,,00000000,0
10801,DR2064,,ETH1984,,ETH,DR2064ETH,,1984,00000000,00000000,,00000000,0
10802,DR1461,,ETH1983,,ETH,DR1461ETH,,1983,00000000,00000000,,00000000,0
10803,DR1467,,ETH1983,,ETH,DR1467ETH,,1983,00000000,00000000,,00000000,0
10804,DR1468,,ETH1983,,ETH,DR1468ETH,,1983,00000000,00000000,,00000000,0
10805,DR1478,,ETH1983,,ETH,DR1478ETH,,1983,00000000,00000000,,00000000,0
10806,DR1501,,ETH1983,,ETH,DR1501ETH,,1983,00000000,00000000,,00000000,0
10807,DR1507,,ETH1983,,ETH,DR1507ETH,,1983,00000000,00000000,,00000000,0
10808,DR1523,,ETH1983,,ETH,DR1523ETH,,1983,00000000,00000000,,00000000,0
10809,DR989,,ETH1982,,ETH,DR989ETH,,1982,00000000,00000000,,00000000,0
10810,DR1002,,ETH1982,,ETH,DR1002ETH,,1982,00000000,00000000,,00000000,0
10811,DR1010,,ETH1982,,ETH,DR1010ETH,,1982,00000000,00000000,,00000000,0
10812,DR1034,,ETH1982,,ETH,DR1034ETH,,1982,00000000,00000000,,00000000,0
10813,DR1036,,ETH1982,,ETH,DR1036ETH,,1982,00000000,00000000,,00000000,0
10814,DR631,,ETH1981,,ETH,DR631ETH,,1981,00000000,00000000,,00000000,0
10815,DR633,,ETH1981,,ETH,DR633ETH,,1981,00000000,00000000,,00000000,0
10816,DR634,,ETH1981,,ETH,DR634ETH,,1981,00000000,00000000,,00000000,0
10817,DR636,,ETH1981,,ETH,DR636ETH,,1981,00000000,00000000,,00000000,0
10818,DR638,,ETH1981,,ETH,DR638ETH,,1981,00000000,00000000,,00000000,0
10865,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10868,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10819,DR639,,ETH1981,,ETH,DR639ETH,,1981,00000000,00000000,,00000000,0
10820,DR640,,ETH1981,,ETH,DR640ETH,,1981,00000000,00000000,,00000000,0
10821,DR641,,ETH1981,,ETH,DR641ETH,,1981,00000000,00000000,,00000000,0
10822,DR642,,ETH1981,,ETH,DR642ETH,,1981,00000000,00000000,,00000000,0
10823,DR643,,ETH1981,,ETH,DR643ETH,,1981,00000000,00000000,,00000000,0
10824,DR644,,ETH1981,,ETH,DR644ETH,,1981,00000000,00000000,,00000000,0
10825,DR645,,ETH1981,,ETH,DR645ETH,,1981,00000000,00000000,,00000000,0
10826,DR661,,ETH1981,,ETH,DR661ETH,,1981,00000000,00000000,,00000000,0
10827,DR274,,ETH1980,,ETH,DR274ETH,,1980,00000000,00000000,,00000000,0
10828,DR278,,ETH1980,,ETH,DR278ETH,,1980,00000000,00000000,,00000000,0
10829,DR279,,ETH1980,,ETH,DR279ETH,,1980,00000000,00000000,,00000000,0
10830,DR285,,ETH1980,,ETH,DR285ETH,,1980,00000000,00000000,,00000000,0
10831,DR286,,ETH1980,,ETH,DR286ETH,,1980,00000000,00000000,,00000000,0
10832,DR289,,ETH1980,,ETH,DR289ETH,,1980,00000000,00000000,,00000000,0
10833,DR293,,ETH1980,,ETH,DR293ETH,,1980,00000000,00000000,,00000000,0
10834,DR296,,ETH1980,,ETH,DR296ETH,,1980,00000000,00000000,,00000000,0
10835,DR297,,ETH1980,,ETH,DR297ETH,,1980,00000000,00000000,,00000000,0
10836,DR300,,ETH1980,,ETH,DR300ETH,,1980,00000000,00000000,,00000000,0
10837,DR301,,ETH1980,,ETH,DR301ETH,,1980,00000000,00000000,,00000000,0
10838,DR303,,ETH1980,,ETH,DR303ETH,,1980,00000000,00000000,,00000000,0
10866,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10923,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10839,DR308,,ETH1980,,ETH,DR308ETH,,1980,00000000,00000000,,00000000,0
10840,DR318,,ETH1980,,ETH,DR318ETH,,1980,00000000,00000000,,00000000,0
10843,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10867,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10841,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10842,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10863,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10864,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10844,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10845,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10846,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10847,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10848,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10849,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10850,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10851,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10852,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10853,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10854,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10855,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10856,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10857,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10858,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10859,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10860,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10861,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10862,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10869,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10870,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10871,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10872,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10873,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10874,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10875,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10876,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10877,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10878,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10879,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10880,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10881,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10882,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11381,DR4703,,FRA1991,,FRA,DR4703FRA,,1991,00000000,00000000,,00000000,0
10883,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10884,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10885,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10886,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10887,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10888,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10889,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10890,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10891,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10892,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10893,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10894,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10895,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10896,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10897,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10898,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10899,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10900,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10901,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10902,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10903,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10904,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10905,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10906,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10907,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10908,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10909,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10910,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10911,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10912,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10913,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10914,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10915,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10916,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10917,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10918,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10919,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10920,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10921,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10922,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10924,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10925,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10926,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10927,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10928,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10929,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10930,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10931,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10932,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10933,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10934,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10935,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10936,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10937,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10938,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10939,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10940,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10941,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10942,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10943,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10944,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10945,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10946,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10947,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10948,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10949,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10950,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10951,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10952,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10953,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10954,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10955,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10956,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10957,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10958,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10959,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10960,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10961,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10962,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10963,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10964,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10965,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10966,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10967,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10968,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10969,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10970,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10971,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10972,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10973,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10974,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10975,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10976,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10977,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10978,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10979,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10980,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10981,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10982,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10983,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10984,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10985,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10986,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10987,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10988,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10989,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10990,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10991,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10992,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10993,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10994,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10995,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10996,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10997,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11382,DR3048,,FRA1987,,FRA,DR3048FRA,,1987,00000000,00000000,,00000000,0
10998,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
10999,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11000,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11001,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11002,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11003,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11004,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11005,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11006,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11007,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11008,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11009,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11010,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11011,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11012,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11013,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11014,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11015,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11016,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11017,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11018,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11019,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11020,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11021,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11022,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11023,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11024,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11025,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11026,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11027,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11028,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11029,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11030,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11031,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11032,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11033,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11034,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11035,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11036,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11037,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11038,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11039,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11040,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11041,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11042,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11043,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11044,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11045,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11046,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11047,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11048,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11049,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11050,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11051,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11052,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11053,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11054,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11055,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11056,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11057,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11058,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11059,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11060,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11061,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11062,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11063,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11064,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11065,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11066,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11067,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11068,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11069,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11070,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11071,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11072,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11073,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11074,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11075,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11076,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11077,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11078,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11079,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11080,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11081,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11082,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11083,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11084,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11085,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11086,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11087,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11088,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11089,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
11090,DR30,,FIN1980,,FIN,DR30FIN,,1980,00000000,00000000,,00000000,0
